rank,score,sharpe,profit_factor,win_rate,trades,total_return,max_drawdown,avg_hold,use_slope,use_trend_sep,use_vcp,use_breakout,use_orb,use_rsi_rise,use_rsi_delta,use_rsi_lvl,use_adx,use_52w_high,use_ma20
453,19.361,3.2252,6.003,0.7264,1082,2816.82,-9.1,3.14,1,0,1,0,0,1,0,0,0,0,1
454,19.361,3.2252,6.003,0.7264,1082,2816.82,-9.1,3.14,1,0,1,0,0,1,1,0,0,0,1
455,19.3588,3.2131,6.0249,0.7268,1087,2698.4,-11.73,3.22,0,0,1,0,1,0,0,0,0,0,1
456,19.3588,3.2131,6.0249,0.7268,1087,2698.4,-11.73,3.22,0,0,1,0,1,0,1,0,0,0,1
457,19.3588,3.2131,6.0249,0.7268,1087,2698.4,-11.73,3.22,0,0,1,0,1,1,0,0,0,0,1
458,19.3588,3.2131,6.0249,0.7268,1087,2698.4,-11.73,3.22,0,0,1,0,1,1,1,0,0,0,1
459,19.3478,3.3843,5.7169,0.6463,1343,3873.5,-9.39,3.19,1,1,0,0,0,0,1,0,1,1,1
460,19.3478,3.3843,5.7169,0.6463,1343,3873.5,-9.39,3.19,1,1,0,0,0,1,1,0,1,1,1
461,19.3342,3.6891,5.2409,0.6634,1426,5568.29,-8.31,3.38,0,1,0,0,1,0,0,0,0,1,0
462,19.3342,3.6891,5.2409,0.6634,1426,5568.29,-8.31,3.38,0,1,0,0,1,1,0,0,0,1,0
463,19.3327,3.2444,5.9589,0.7231,1116,2889.1,-8.84,3.18,0,0,1,0,0,0,0,0,0,0,1
464,19.3327,3.2444,5.9589,0.7231,1116,2889.1,-8.84,3.18,0,0,1,0,0,0,1,0,0,0,1
465,19.3327,3.2444,5.9589,0.7231,1116,2889.1,-8.84,3.18,0,0,1,0,0,1,0,0,0,0,1
466,19.3327,3.2444,5.9589,0.7231,1116,2889.1,-8.84,3.18,0,0,1,0,0,1,1,0,0,0,1
467,19.2824,3.3873,5.6926,0.6463,1326,3675.03,-9.06,3.23,1,1,0,0,0,0,1,0,1,1,0
468,19.2824,3.3873,5.6926,0.6463,1326,3675.03,-9.06,3.23,1,1,0,0,0,1,1,0,1,1,0
469,19.269,3.368,5.7212,0.6622,1430,7131.99,-8.33,3.35,1,1,0,0,0,0,1,1,0,1,0
470,19.269,3.368,5.7212,0.6622,1430,7131.99,-8.33,3.35,1,1,0,0,0,0,1,1,0,1,1
471,19.269,3.368,5.7212,0.6622,1430,7131.99,-8.33,3.35,1,1,0,0,0,1,1,1,0,1,0
472,19.269,3.368,5.7212,0.6622,1430,7131.99,-8.33,3.35,1,1,0,0,0,1,1,1,0,1,1
473,19.2521,3.4012,5.6604,0.6444,1333,3757.6,-9.06,3.25,0,1,0,0,0,0,1,0,1,1,0
474,19.2521,3.4012,5.6604,0.6444,1333,3757.6,-9.06,3.25,0,1,0,0,0,1,1,0,1,1,0
475,19.2499,3.7814,5.0906,0.6829,1501,6109.43,-8.28,3.25,1,0,0,0,1,0,1,0,0,1,0
476,19.2499,3.7814,5.0906,0.6829,1501,6109.43,-8.28,3.25,1,0,0,0,1,1,1,0,0,1,0
477,19.2049,3.1393,6.1175,0.725,949,2128.73,-11.38,3.29,1,1,1,0,1,0,0,1,0,0,0
478,19.2049,3.1393,6.1175,0.725,949,2128.73,-11.38,3.29,1,1,1,0,1,0,0,1,0,0,1
479,19.2049,3.1393,6.1175,0.725,949,2128.73,-11.38,3.29,1,1,1,0,1,0,1,1,0,0,0
480,19.2049,3.1393,6.1175,0.725,949,2128.73,-11.38,3.29,1,1,1,0,1,0,1,1,0,0,1
481,19.2049,3.1393,6.1175,0.725,949,2128.73,-11.38,3.29,1,1,1,0,1,1,0,1,0,0,0
482,19.2049,3.1393,6.1175,0.725,949,2128.73,-11.38,3.29,1,1,1,0,1,1,0,1,0,0,1
483,19.2049,3.1393,6.1175,0.725,949,2128.73,-11.38,3.29,1,1,1,0,1,1,1,1,0,0,0
484,19.2049,3.1393,6.1175,0.725,949,2128.73,-11.38,3.29,1,1,1,0,1,1,1,1,0,0,1
485,19.1178,3.4108,5.6051,0.6511,1473,8457.88,-8.09,3.34,0,1,0,0,0,0,1,0,0,0,1
486,19.1178,3.4108,5.6051,0.6511,1473,8457.88,-8.09,3.34,0,1,0,0,0,1,1,0,0,0,1
487,19.104,3.7823,5.0509,0.6829,1501,6105.66,-8.28,3.25,1,0,0,0,1,0,0,0,0,1,0
488,19.104,3.7823,5.0509,0.6829,1501,6105.66,-8.28,3.25,1,0,0,0,1,1,0,0,0,1,0
489,18.7778,3.2356,5.8035,0.6506,1428,6200.71,-7.94,3.34,0,1,0,0,0,0,0,1,0,1,0
490,18.7778,3.2356,5.8035,0.6506,1428,6200.71,-7.94,3.34,0,1,0,0,0,0,0,1,0,1,1
491,18.7778,3.2356,5.8035,0.6506,1428,6200.71,-7.94,3.34,0,1,0,0,0,1,0,1,0,1,0
492,18.7778,3.2356,5.8035,0.6506,1428,6200.71,-7.94,3.34,0,1,0,0,0,1,0,1,0,1,1
493,18.7547,3.6764,5.1014,0.6771,1471,6486.13,-7.4,3.28,0,0,0,0,1,0,1,1,0,1,0
494,18.7547,3.6764,5.1014,0.6771,1471,6486.13,-7.4,3.28,0,0,0,0,1,0,1,1,0,1,1
495,18.7547,3.6764,5.1014,0.6771,1471,6486.13,-7.4,3.28,0,0,0,0,1,1,1,1,0,1,0
496,18.7547,3.6764,5.1014,0.6771,1471,6486.13,-7.4,3.28,0,0,0,0,1,1,1,1,0,1,1
497,18.7473,3.1303,5.989,0.715,1007,2366.1,-9.62,3.2,1,1,1,0,0,0,0,0,0,0,1
498,18.7473,3.1303,5.989,0.715,1007,2366.1,-9.62,3.2,1,1,1,0,0,0,1,0,0,0,1
499,18.7473,3.1303,5.989,0.715,1007,2366.1,-9.62,3.2,1,1,1,0,0,1,0,0,0,0,1
500,18.7473,3.1303,5.989,0.715,1007,2366.1,-9.62,3.2,1,1,1,0,0,1,1,0,0,0,1
501,18.7453,3.7034,5.0617,0.6723,1428,5579.01,-8.29,3.43,1,0,0,0,1,0,0,0,0,1,1
502,18.7453,3.7034,5.0617,0.6723,1428,5579.01,-8.29,3.43,1,0,0,0,1,1,0,0,0,1,1
503,18.5894,3.7894,4.9056,0.6799,1484,6134.85,-8.29,3.33,0,0,0,0,1,0,1,0,0,1,0
504,18.5894,3.7894,4.9056,0.6799,1484,6134.85,-8.29,3.33,0,0,0,0,1,1,1,0,0,1,0
505,18.5586,3.1509,5.89,0.7259,1058,2493.52,-11.55,3.16,1,0,1,0,1,0,0,0,0,0,1
506,18.5586,3.1509,5.89,0.7259,1058,2493.52,-11.55,3.16,1,0,1,0,1,0,1,0,0,0,1
507,18.5586,3.1509,5.89,0.7259,1058,2493.52,-11.55,3.16,1,0,1,0,1,1,0,0,0,0,1
508,18.5586,3.1509,5.89,0.7259,1058,2493.52,-11.55,3.16,1,0,1,0,1,1,1,0,0,0,1
509,18.4134,3.7886,4.8602,0.6795,1485,6120.18,-8.29,3.33,0,0,0,0,1,0,0,0,0,1,0
510,18.4134,3.7886,4.8602,0.6795,1485,6120.18,-8.29,3.33,0,0,0,0,1,1,0,0,0,1,0
511,18.3583,3.2301,5.6835,0.7211,1126,2886.63,-8.93,3.17,0,0,1,0,0,0,0,0,0,0,0
512,18.3583,3.2301,5.6835,0.7211,1126,2886.63,-8.93,3.17,0,0,1,0,0,0,1,0,0,0,0
513,18.3583,3.2301,5.6835,0.7211,1126,2886.63,-8.93,3.17,0,0,1,0,0,1,0,0,0,0,0
514,18.3583,3.2301,5.6835,0.7211,1126,2886.63,-8.93,3.17,0,0,1,0,0,1,1,0,0,0,0
515,18.3172,3.1885,5.7447,0.7229,1097,2629.22,-11.86,3.21,0,0,1,0,1,0,0,0,0,0,0
516,18.3172,3.1885,5.7447,0.7229,1097,2629.22,-11.86,3.21,0,0,1,0,1,0,1,0,0,0,0
517,18.3172,3.1885,5.7447,0.7229,1097,2629.22,-11.86,3.21,0,0,1,0,1,1,0,0,0,0,0
518,18.3172,3.1885,5.7447,0.7229,1097,2629.22,-11.86,3.21,0,0,1,0,1,1,1,0,0,0,0
519,18.2714,3.1854,5.7361,0.7199,1089,2746.65,-9.58,3.13,1,0,1,0,0,0,0,0,0,0,0
520,18.2714,3.1854,5.7361,0.7199,1089,2746.65,-9.58,3.13,1,0,1,0,0,0,1,0,0,0,0
521,18.2714,3.1854,5.7361,0.7199,1089,2746.65,-9.58,3.13,1,0,1,0,0,1,0,0,0,0,0
522,18.2714,3.1854,5.7361,0.7199,1089,2746.65,-9.58,3.13,1,0,1,0,0,1,1,0,0,0,0
523,18.243,3.4269,5.3235,0.6495,1415,4364.61,-8.32,3.38,1,0,0,0,0,0,0,0,0,1,1
524,18.243,3.4269,5.3235,0.6495,1415,4364.61,-8.32,3.38,1,0,0,0,0,1,0,0,0,1,1
525,18.2012,3.6438,4.9951,0.6745,1487,6084.06,-7.4,3.25,0,0,0,0,1,0,0,1,0,1,0
526,18.2012,3.6438,4.9951,0.6745,1487,6084.06,-7.4,3.25,0,0,0,0,1,0,0,1,0,1,1
527,18.2012,3.6438,4.9951,0.6745,1487,6084.06,-7.4,3.25,0,0,0,0,1,1,0,1,0,1,0
528,18.2012,3.6438,4.9951,0.6745,1487,6084.06,-7.4,3.25,0,0,0,0,1,1,0,1,0,1,1
529,18.0572,3.4497,5.2344,0.6671,1448,6973.33,-8.0,3.43,0,0,0,0,1,0,1,0,0,0,1
530,18.0572,3.4497,5.2344,0.6671,1448,6973.33,-8.0,3.43,0,0,0,0,1,1,1,0,0,0,1
531,18.02,3.0774,5.8555,0.7153,987,2158.41,-11.55,3.22,1,1,1,0,1,0,0,0,0,0,1
532,18.02,3.0774,5.8555,0.7153,987,2158.41,-11.55,3.22,1,1,1,0,1,0,1,0,0,0,1
533,18.02,3.0774,5.8555,0.7153,987,2158.41,-11.55,3.22,1,1,1,0,1,1,0,0,0,0,1
534,18.02,3.0774,5.8555,0.7153,987,2158.41,-11.55,3.22,1,1,1,0,1,1,1,0,0,0,1
535,18.0078,3.3804,5.3271,0.6525,1338,3626.63,-7.67,3.26,1,0,0,0,0,0,0,1,1,1,0
536,18.0078,3.3804,5.3271,0.6525,1338,3626.63,-7.67,3.26,1,0,0,0,0,0,0,1,1,1,1
537,18.0078,3.3804,5.3271,0.6525,1338,3626.63,-7.67,3.26,1,0,0,0,0,1,0,1,1,1,0
538,18.0078,3.3804,5.3271,0.6525,1338,3626.63,-7.67,3.26,1,0,0,0,0,1,0,1,1,1,1
539,17.9805,3.0452,5.9046,0.6384,1391,5456.9,-16.0,3.21,0,0,0,0,0,0,1,1,1,0,0
540,17.9805,3.0452,5.9046,0.6384,1391,5456.9,-16.0,3.21,0,0,0,0,0,0,1,1,1,0,1
541,17.9805,3.0452,5.9046,0.6384,1391,5456.9,-16.0,3.21,0,0,0,0,0,1,1,1,1,0,0
542,17.9805,3.0452,5.9046,0.6384,1391,5456.9,-16.0,3.21,0,0,0,0,0,1,1,1,1,0,1
543,17.921,3.3063,5.4203,0.6588,1445,6140.2,-8.26,3.35,1,0,0,0,0,0,1,1,0,1,0
544,17.921,3.3063,5.4203,0.6588,1445,6140.2,-8.26,3.35,1,0,0,0,0,0,1,1,0,1,1
545,17.921,3.3063,5.4203,0.6588,1445,6140.2,-8.26,3.35,1,0,0,0,0,1,1,1,0,1,0
546,17.921,3.3063,5.4203,0.6588,1445,6140.2,-8.26,3.35,1,0,0,0,0,1,1,1,0,1,1
547,17.9109,3.1188,5.7429,0.7105,1012,2350.82,-9.54,3.2,1,1,1,0,0,0,0,0,0,0,0
548,17.9109,3.1188,5.7429,0.7105,1012,2350.82,-9.54,3.2,1,1,1,0,0,0,1,0,0,0,0
549,17.9109,3.1188,5.7429,0.7105,1012,2350.82,-9.54,3.2,1,1,1,0,0,1,0,0,0,0,0
550,17.9109,3.1188,5.7429,0.7105,1012,2350.82,-9.54,3.2,1,1,1,0,0,1,1,0,0,0,0
551,17.8731,3.2779,5.4527,0.6469,1467,6526.12,-8.12,3.34,0,1,0,0,0,0,0,0,0,0,1
552,17.8731,3.2779,5.4527,0.6469,1467,6526.12,-8.12,3.34,0,1,0,0,0,1,0,0,0,0,1
553,17.8104,3.3554,5.308,0.6601,1480,6937.81,-7.94,3.3,0,0,0,0,0,0,0,1,0,1,0
554,17.8104,3.3554,5.308,0.6601,1480,6937.81,-7.94,3.3,0,0,0,0,0,0,0,1,0,1,1
555,17.8104,3.3554,5.308,0.6601,1480,6937.81,-7.94,3.3,0,0,0,0,0,1,0,1,0,1,0
556,17.8104,3.3554,5.308,0.6601,1480,6937.81,-7.94,3.3,0,0,0,0,0,1,0,1,0,1,1
557,17.7505,3.0347,5.8491,0.6358,1395,5392.73,-16.0,3.21,0,0,0,0,0,0,0,1,1,0,0
558,17.7505,3.0347,5.8491,0.6358,1395,5392.73,-16.0,3.21,0,0,0,0,0,0,0,1,1,0,1
559,17.7505,3.0347,5.8491,0.6358,1395,5392.73,-16.0,3.21,0,0,0,0,0,1,0,1,1,0,0
560,17.7505,3.0347,5.8491,0.6358,1395,5392.73,-16.0,3.21,0,0,0,0,0,1,0,1,1,0,1
561,17.6775,3.3714,5.2435,0.6552,1343,3574.6,-7.67,3.25,1,0,0,0,0,0,1,1,1,1,0
562,17.6775,3.3714,5.2435,0.6552,1343,3574.6,-7.67,3.25,1,0,0,0,0,0,1,1,1,1,1
563,17.6775,3.3714,5.2435,0.6552,1343,3574.6,-7.67,3.25,1,0,0,0,0,1,1,1,1,1,0
564,17.6775,3.3714,5.2435,0.6552,1343,3574.6,-7.67,3.25,1,0,0,0,0,1,1,1,1,1,1
565,17.6232,3.6409,4.8403,0.6715,1455,7125.99,-8.27,3.36,0,1,0,0,1,0,1,0,0,1,1
566,17.6232,3.6409,4.8403,0.6715,1455,7125.99,-8.27,3.36,0,1,0,0,1,1,1,0,0,1,1
567,17.58,3.2296,5.4434,0.6553,1410,5850.82,-8.31,3.44,0,0,0,0,0,0,0,1,0,0,0
568,17.58,3.2296,5.4434,0.6553,1410,5850.82,-8.31,3.44,0,0,0,0,0,0,0,1,0,0,1
569,17.58,3.2296,5.4434,0.6553,1410,5850.82,-8.31,3.44,0,0,0,0,0,1,0,1,0,0,0
570,17.58,3.2296,5.4434,0.6553,1410,5850.82,-8.31,3.44,0,0,0,0,0,1,0,1,0,0,1
571,17.5625,3.1418,5.59,0.7226,1067,2474.59,-11.69,3.14,1,0,1,0,1,0,0,0,0,0,0
572,17.5625,3.1418,5.59,0.7226,1067,2474.59,-11.69,3.14,1,0,1,0,1,0,1,0,0,0,0
573,17.5625,3.1418,5.59,0.7226,1067,2474.59,-11.69,3.14,1,0,1,0,1,1,0,0,0,0,0
574,17.5625,3.1418,5.59,0.7226,1067,2474.59,-11.69,3.14,1,0,1,0,1,1,1,0,0,0,0
575,17.5523,3.4163,5.1378,0.6683,1441,6084.51,-8.01,3.44,0,0,0,0,1,0,0,0,0,0,1
576,17.5523,3.4163,5.1378,0.6683,1441,6084.51,-8.01,3.44,0,0,0,0,1,1,0,0,0,0,1
577,17.5012,3.068,5.7044,0.7127,992,2113.87,-11.69,3.2,1,1,1,0,1,0,0,0,0,0,0
578,17.5012,3.068,5.7044,0.7127,992,2113.87,-11.69,3.2,1,1,1,0,1,0,1,0,0,0,0
579,17.5012,3.068,5.7044,0.7127,992,2113.87,-11.69,3.2,1,1,1,0,1,1,0,0,0,0,0
580,17.5012,3.068,5.7044,0.7127,992,2113.87,-11.69,3.2,1,1,1,0,1,1,1,0,0,0,0
581,17.4924,3.4035,5.1396,0.6483,1413,4449.57,-8.3,3.38,1,0,0,0,0,0,1,0,0,1,1
582,17.4924,3.4035,5.1396,0.6483,1413,4449.57,-8.3,3.38,1,0,0,0,0,1,1,0,0,1,1
583,17.4503,3.2871,5.3088,0.659,1440,6589.19,-7.94,3.33,0,1,0,0,0,0,1,1,0,1,0
584,17.4503,3.2871,5.3088,0.659,1440,6589.19,-7.94,3.33,0,1,0,0,0,0,1,1,0,1,1
585,17.4503,3.2871,5.3088,0.659,1440,6589.19,-7.94,3.33,0,1,0,0,0,1,1,1,0,1,0
586,17.4503,3.2871,5.3088,0.659,1440,6589.19,-7.94,3.33,0,1,0,0,0,1,1,1,0,1,1
587,17.4301,3.0527,5.7098,0.6417,1376,5178.32,-16.0,3.23,1,0,0,0,0,0,1,1,1,0,0
588,17.4301,3.0527,5.7098,0.6417,1376,5178.32,-16.0,3.23,1,0,0,0,0,0,1,1,1,0,1
589,17.4301,3.0527,5.7098,0.6417,1376,5178.32,-16.0,3.23,1,0,0,0,0,1,1,1,1,0,0
590,17.4301,3.0527,5.7098,0.6417,1376,5178.32,-16.0,3.23,1,0,0,0,0,1,1,1,1,0,1
591,17.3779,3.6131,4.8098,0.6703,1456,7401.67,-8.28,3.36,0,1,0,0,1,0,0,0,0,1,1
592,17.3779,3.6131,4.8098,0.6703,1456,7401.67,-8.28,3.36,0,1,0,0,1,1,0,0,0,1,1
593,17.2992,3.7408,4.6244,0.6719,1475,6066.14,-8.31,3.33,0,0,0,0,1,0,1,0,0,1,1
594,17.2992,3.7408,4.6244,0.6719,1475,6066.14,-8.31,3.33,0,0,0,0,1,1,1,0,0,1,1
595,17.1287,3.4753,4.9287,0.6414,1414,4808.19,-8.34,3.34,0,1,0,0,0,0,0,0,0,1,1
596,17.1287,3.4753,4.9287,0.6414,1414,4808.19,-8.34,3.34,0,1,0,0,0,1,0,0,0,1,1
597,17.0914,2.9509,5.7919,0.6459,1333,4834.52,-16.0,3.26,0,1,0,0,0,0,1,1,1,0,0
598,17.0914,2.9509,5.7919,0.6459,1333,4834.52,-16.0,3.26,0,1,0,0,0,0,1,1,1,0,1
599,17.0914,2.9509,5.7919,0.6459,1333,4834.52,-16.0,3.26,0,1,0,0,0,1,1,1,1,0,0
600,17.0914,2.9509,5.7919,0.6459,1333,4834.52,-16.0,3.26,0,1,0,0,0,1,1,1,1,0,1
601,17.026,3.2396,5.2556,0.6435,1467,5823.59,-8.32,3.36,0,0,0,0,0,0,1,0,0,0,1
602,17.026,3.2396,5.2556,0.6435,1467,5823.59,-8.32,3.36,0,0,0,0,0,1,1,0,0,0,1
603,16.9865,2.964,5.7309,0.6465,1324,4707.42,-16.0,3.26,1,1,0,0,0,0,0,1,1,0,0
604,16.9865,2.964,5.7309,0.6465,1324,4707.42,-16.0,3.26,1,1,0,0,0,0,0,1,1,0,1
605,16.9865,2.964,5.7309,0.6465,1324,4707.42,-16.0,3.26,1,1,0,0,0,1,0,1,1,0,0
606,16.9865,2.964,5.7309,0.6465,1324,4707.42,-16.0,3.26,1,1,0,0,0,1,0,1,1,0,1
607,16.9497,3.3643,5.0381,0.6531,1355,3481.23,-7.67,3.28,0,0,0,0,0,0,1,1,1,1,0
608,16.9497,3.3643,5.0381,0.6531,1355,3481.23,-7.67,3.28,0,0,0,0,0,0,1,1,1,1,1
609,16.9497,3.3643,5.0381,0.6531,1355,3481.23,-7.67,3.28,0,0,0,0,0,1,1,1,1,1,0
610,16.9497,3.3643,5.0381,0.6531,1355,3481.23,-7.67,3.28,0,0,0,0,0,1,1,1,1,1,1
611,16.912,3.4655,4.8801,0.6496,1521,8246.66,-8.01,3.29,1,0,0,0,0,0,0,0,0,0,0
612,16.912,3.4655,4.8801,0.6496,1521,8246.66,-8.01,3.29,1,0,0,0,0,1,0,0,0,0,0
613,16.9099,3.3743,5.0114,0.6481,1415,5648.97,-7.85,3.41,1,0,0,0,0,0,0,1,0,0,0
614,16.9099,3.3743,5.0114,0.6481,1415,5648.97,-7.85,3.41,1,0,0,0,0,0,0,1,0,0,1
615,16.9099,3.3743,5.0114,0.6481,1415,5648.97,-7.85,3.41,1,0,0,0,0,1,0,1,0,0,0
616,16.9099,3.3743,5.0114,0.6481,1415,5648.97,-7.85,3.41,1,0,0,0,0,1,0,1,0,0,1
617,16.882,2.9801,5.665,0.6423,1370,4427.5,-15.65,3.17,1,1,0,0,0,0,0,0,1,1,0
618,16.882,2.9801,5.665,0.6423,1370,4427.5,-15.65,3.17,1,1,0,0,0,1,0,0,1,1,0
619,16.8736,2.9483,5.7231,0.644,1337,4822.95,-16.0,3.26,0,1,0,0,0,0,0,1,1,0,0
620,16.8736,2.9483,5.7231,0.644,1337,4822.95,-16.0,3.26,0,1,0,0,0,0,0,1,1,0,1
621,16.8736,2.9483,5.7231,0.644,1337,4822.95,-16.0,3.26,0,1,0,0,0,1,0,1,1,0,0
622,16.8736,2.9483,5.7231,0.644,1337,4822.95,-16.0,3.26,0,1,0,0,0,1,0,1,1,0,1
623,16.826,3.2418,5.1903,0.6449,1467,5627.17,-8.32,3.36,0,0,0,0,0,0,0,0,0,0,1
624,16.826,3.2418,5.1903,0.6449,1467,5627.17,-8.32,3.36,0,0,0,0,0,1,0,0,0,0,1
625,16.6911,3.4381,4.8548,0.6391,1441,6150.76,-8.38,3.36,1,1,0,0,0,0,1,0,0,0,0
626,16.6911,3.4381,4.8548,0.6391,1441,6150.76,-8.38,3.36,1,1,0,0,0,1,1,0,0,0,0
627,16.6478,3.2079,5.1896,0.6531,1355,3180.84,-15.49,3.18,1,0,0,0,0,0,1,0,1,1,1
628,16.6478,3.2079,5.1896,0.6531,1355,3180.84,-15.49,3.18,1,0,0,0,0,1,1,0,1,1,1
629,16.5942,3.2287,5.1396,0.6489,1373,3514.75,-15.49,3.22,0,0,0,0,0,0,1,0,1,1,1
630,16.5942,3.2287,5.1396,0.6489,1373,3514.75,-15.49,3.22,0,0,0,0,0,1,1,0,1,1,1
631,16.5541,3.7021,4.4715,0.6699,1454,5155.26,-8.3,3.38,0,0,0,0,1,0,0,0,0,1,1
632,16.5541,3.7021,4.4715,0.6699,1454,5155.26,-8.3,3.38,0,0,0,0,1,1,0,0,0,1,1
633,16.5307,2.9751,5.5564,0.6401,1367,4669.53,-14.98,3.19,0,1,0,0,0,0,0,0,1,1,1
634,16.5307,2.9751,5.5564,0.6401,1367,4669.53,-14.98,3.19,0,1,0,0,0,1,0,0,1,1,1
635,16.4976,2.9497,5.593,0.6424,1345,4530.01,-14.98,3.21,1,1,0,0,0,0,0,0,1,1,1
636,16.4976,2.9497,5.593,0.6424,1345,4530.01,-14.98,3.21,1,1,0,0,0,1,0,0,1,1,1
637,16.4072,3.3524,4.8942,0.6503,1424,5497.71,-7.85,3.39,1,0,0,0,0,0,1,1,0,0,0
638,16.4072,3.3524,4.8942,0.6503,1424,5497.71,-7.85,3.39,1,0,0,0,0,0,1,1,0,0,1
639,16.4072,3.3524,4.8942,0.6503,1424,5497.71,-7.85,3.39,1,0,0,0,0,1,1,1,0,0,0
640,16.4072,3.3524,4.8942,0.6503,1424,5497.71,-7.85,3.39,1,0,0,0,0,1,1,1,0,0,1
641,16.3946,3.4362,4.7712,0.65,1500,7719.85,-8.0,3.32,1,0,0,0,0,0,1,0,0,0,0
642,16.3946,3.4362,4.7712,0.65,1500,7719.85,-8.0,3.32,1,0,0,0,0,1,1,0,0,0,0
643,16.3676,3.0086,5.4403,0.6404,1371,4777.49,-16.0,3.26,1,0,0,0,0,0,0,1,1,0,0
644,16.3676,3.0086,5.4403,0.6404,1371,4777.49,-16.0,3.26,1,0,0,0,0,0,0,1,1,0,1
645,16.3676,3.0086,5.4403,0.6404,1371,4777.49,-16.0,3.26,1,0,0,0,0,1,0,1,1,0,0
646,16.3676,3.0086,5.4403,0.6404,1371,4777.49,-16.0,3.26,1,0,0,0,0,1,0,1,1,0,1
647,16.3612,2.9408,5.5635,0.6451,1316,4544.56,-16.0,3.28,1,1,0,0,0,0,1,1,1,0,0
648,16.3612,2.9408,5.5635,0.6451,1316,4544.56,-16.0,3.28,1,1,0,0,0,0,1,1,1,0,1
649,16.3612,2.9408,5.5635,0.6451,1316,4544.56,-16.0,3.28,1,1,0,0,0,1,1,1,1,0,0
650,16.3612,2.9408,5.5635,0.6451,1316,4544.56,-16.0,3.28,1,1,0,0,0,1,1,1,1,0,1
651,16.1652,2.9617,5.4582,0.6401,1378,4499.83,-15.65,3.19,0,1,0,0,0,0,0,0,1,1,0
652,16.1652,2.9617,5.4582,0.6401,1378,4499.83,-15.65,3.19,0,1,0,0,0,1,0,0,1,1,0
653,15.9425,3.4818,4.5788,0.7138,947,824.02,-4.64,2.79,0,0,1,1,1,0,0,1,0,1,0
654,15.9425,3.4818,4.5788,0.7138,947,824.02,-4.64,2.79,0,0,1,1,1,0,0,1,0,1,1
655,15.9425,3.4818,4.5788,0.7138,947,824.02,-4.64,2.79,0,0,1,1,1,0,1,1,0,1,0
656,15.9425,3.4818,4.5788,0.7138,947,824.02,-4.64,2.79,0,0,1,1,1,0,1,1,0,1,1
657,15.9425,3.4818,4.5788,0.7138,947,824.02,-4.64,2.79,0,0,1,1,1,1,0,1,0,1,0
658,15.9425,3.4818,4.5788,0.7138,947,824.02,-4.64,2.79,0,0,1,1,1,1,0,1,0,1,1
659,15.9425,3.4818,4.5788,0.7138,947,824.02,-4.64,2.79,0,0,1,1,1,1,1,1,0,1,0
660,15.9425,3.4818,4.5788,0.7138,947,824.02,-4.64,2.79,0,0,1,1,1,1,1,1,0,1,1
661,15.9286,3.4127,4.6675,0.6378,1441,5743.5,-8.36,3.36,1,1,0,0,0,0,0,0,0,0,0
662,15.9286,3.4127,4.6675,0.6378,1441,5743.5,-8.36,3.36,1,1,0,0,0,1,0,0,0,0,0
663,15.9232,3.277,4.8591,0.6424,1457,5245.26,-9.56,3.28,1,1,0,0,0,0,0,0,0,1,0
664,15.9232,3.277,4.8591,0.6424,1457,5245.26,-9.56,3.28,1,1,0,0,0,1,0,0,0,1,0
665,15.9049,3.4145,4.6581,0.6975,876,703.98,-4.26,2.84,0,1,1,1,1,0,0,0,0,1,1
666,15.9049,3.4145,4.6581,0.6975,876,703.98,-4.26,2.84,0,1,1,1,1,0,1,0,0,1,1
667,15.9049,3.4145,4.6581,0.6975,876,703.98,-4.26,2.84,0,1,1,1,1,1,0,0,0,1,1
668,15.9049,3.4145,4.6581,0.6975,876,703.98,-4.26,2.84,0,1,1,1,1,1,1,0,0,1,1
669,15.8231,3.2149,4.9218,0.6483,1396,3386.65,-15.63,3.12,1,0,0,0,0,0,1,0,1,1,0
670,15.8231,3.2149,4.9218,0.6483,1396,3386.65,-15.63,3.12,1,0,0,0,0,1,1,0,1,1,0
671,15.7632,3.3926,4.6464,0.6933,877,689.9,-4.15,2.84,0,1,1,1,1,0,0,0,0,1,0
672,15.7632,3.3926,4.6464,0.6933,877,689.9,-4.15,2.84,0,1,1,1,1,0,1,0,0,1,0
673,15.7632,3.3926,4.6464,0.6933,877,689.9,-4.15,2.84,0,1,1,1,1,1,0,0,0,1,0
674,15.7632,3.3926,4.6464,0.6933,877,689.9,-4.15,2.84,0,1,1,1,1,1,1,0,0,1,0
675,15.7005,3.3463,4.692,0.7026,854,667.21,-3.86,2.82,0,1,1,1,1,0,0,1,0,1,0
676,15.7005,3.3463,4.692,0.7026,854,667.21,-3.86,2.82,0,1,1,1,1,0,0,1,0,1,1
677,15.7005,3.3463,4.692,0.7026,854,667.21,-3.86,2.82,0,1,1,1,1,0,1,1,0,1,0
678,15.7005,3.3463,4.692,0.7026,854,667.21,-3.86,2.82,0,1,1,1,1,0,1,1,0,1,1
679,15.7005,3.3463,4.692,0.7026,854,667.21,-3.86,2.82,0,1,1,1,1,1,0,1,0,1,0
680,15.7005,3.3463,4.692,0.7026,854,667.21,-3.86,2.82,0,1,1,1,1,1,0,1,0,1,1
681,15.7005,3.3463,4.692,0.7026,854,667.21,-3.86,2.82,0,1,1,1,1,1,1,1,0,1,0
682,15.7005,3.3463,4.692,0.7026,854,667.21,-3.86,2.82,0,1,1,1,1,1,1,1,0,1,1
